awardYear,sortOrder,portion,dateAwarded,prizeStatus,prizeAmount,prizeAmountAdjusted,prize_links,category,categoryFullName,motivation,topMotivation,laureates.id,gender,laureate_links,knownName,givenName,familyName,fullName,birth.date,birth.place.city,birth.place.country,birth.place.cityNow,birth.place.countryNow,birth.place.continent,birth.place.locationString,death.date,death.place.city,death.place.country,death.place.cityNow,death.place.countryNow,death.place.continent,death.place.locationString,affiliation.1.name,affiliation.1.nameNow,affiliation.1.city,affiliation.1.country,affiliation.1.cityNow,affiliation.1.countryNow,affiliation.1.locationString,affiliation.2.name,affiliation.2.nameNow,affiliation.2.city,affiliation.2.country,affiliation.2.cityNow,affiliation.2.countryNow,affiliation.2.locationString,affiliation.3.name,affiliation.3.nameNow,affiliation.3.locationString,affiliation.3.city,affiliation.3.country,affiliation.3.cityNow,affiliation.3.countryNow,affiliation.4.name,affiliation.4.nameNow,affiliation.4.city,affiliation.4.country,affiliation.4.cityNow,affiliation.4.countryNow,affiliation.4.locationString,residence.1.country,residence.1.countryNow,residence.1.locationString,residence.1.city,residence.1.cityNow,residence.2.country,residence.2.countryNow,residence.2.locationString,acronym,orgName,founded.year,founded.place.city,founded.place.country,founded.place.cityNow,founded.place.countryNow,founded.place.continent,founded.place.locationString,nativeName,penName,foundedCountry,foundedCountryNow,foundedContinent
2002,1,1,2002-10-11,received,10000000,12252888,https://www.nobelprize.org/prizes/peace/2002/summary/,Peace,The Nobel Peace Prize,"for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development",,762,male,https://www.nobelprize.org/laureate/762,Jimmy Carter,Jimmy,Carter,James Earl Carter,1924-10-01,"Plains, GA",USA,"Plains, GA",USA,North America,"Plains, GA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,1/4,2002-10-08,received,10000000,12252888,https://www.nobelprize.org/prizes/physics/2002/summary/,Physics,The Nobel Prize in Physics,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos",,754,male,https://www.nobelprize.org/laureate/754,Masatoshi Koshiba,Masatoshi,Koshiba,Masatoshi Koshiba,1926-09-19,Toyohashi,Japan,Toyohashi,Japan,Asia,"Toyohashi, Japan",2020-11-12,Tokyo,Japan,Tokyo,Japan,Asia,"Tokyo, Japan",University of Tokyo,University of Tokyo,Tokyo,Japan,Tokyo,Japan,"Tokyo, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,1/4,2002-10-08,received,10000000,12252888,https://www.nobelprize.org/prizes/physics/2002/summary/,Physics,The Nobel Prize in Physics,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos",,753,male,https://www.nobelprize.org/laureate/753,Raymond Davis Jr.,Raymond,Davis Jr.,Raymond Davis Jr.,1914-10-14,"Washington, DC",USA,"Washington, DC",USA,North America,"Washington, DC, USA",2006-05-31,"Blue Point, NY",USA,"Blue Point, NY",USA,North America,"Blue Point, NY, USA",University of Pennsylvania,University of Pennsylvania,"Philadelphia, PA",USA,"Philadelphia, PA",USA,"Philadelphia, PA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,1/2,2002-10-08,received,10000000,12252888,https://www.nobelprize.org/prizes/physics/2002/summary/,Physics,The Nobel Prize in Physics,"for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources",,755,male,https://www.nobelprize.org/laureate/755,Riccardo Giacconi,Riccardo,Giacconi,Riccardo Giacconi,1931-10-06,Genoa,Italy,Genoa,Italy,Europe,"Genoa, Italy",2018-12-16,"La Jolla, CA",USA,"La Jolla, CA",USA,North America,"La Jolla, CA, USA",Associated Universities Inc.,Associated Universities Inc.,"Washington, DC",USA,"Washington, DC",USA,"Washington, DC, USA",,,,,,,,,,,,,,,,,,,,,,Guatemala,Guatemala,Guatemala,,,,,,,,,,,,,,,,,,,
2002,2,1/3,2002-10-07,received,10000000,12252888,https://www.nobelprize.org/prizes/medicine/2002/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death',,751,male,https://www.nobelprize.org/laureate/751,H. Robert Horvitz,H. Robert,Horvitz,H. Robert Horvitz,1947-05-08,"Chicago, IL",USA,"Chicago, IL",USA,North America,"Chicago, IL, USA",,,,,,,,Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,"Cambridge, MA",USA,"Cambridge, MA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,1/3,2002-10-07,received,10000000,12252888,https://www.nobelprize.org/prizes/medicine/2002/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death',,752,male,https://www.nobelprize.org/laureate/752,John E. Sulston,John E.,Sulston,John E. Sulston,1942-03-27,Cambridge,United Kingdom,Cambridge,United Kingdom,Europe,"Cambridge, United Kingdom",2018-03-06,"Stapleford, Cambridgeshire",United Kingdom,"Stapleford, Cambridgeshire",United Kingdom,Europe,"Stapleford, Cambridgeshire, United Kingdom",The Wellcome Trust Sanger Institute,The Wellcome Trust Sanger Institute,Cambridge,United Kingdom,Cambridge,United Kingdom,"Cambridge, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,1/3,2002-10-07,received,10000000,12252888,https://www.nobelprize.org/prizes/medicine/2002/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death',,750,male,https://www.nobelprize.org/laureate/750,Sydney Brenner,Sydney,Brenner,Sydney Brenner,1927-01-13,Germiston,South Africa,Germiston,South Africa,Africa,"Germiston, South Africa",2019-04-05,,Singapore,,Singapore,Asia,Singapore,The Molecular Sciences Institute,The Molecular Sciences Institute,"Berkeley, CA",USA,"Berkeley, CA",USA,"Berkeley, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,1/2,2003-10-08,received,10000000,12021411,https://www.nobelprize.org/prizes/chemistry/2003/summary/,Chemistry,The Nobel Prize in Chemistry,for the discovery of water channels,for discoveries concerning channels in cell membranes,769,male,https://www.nobelprize.org/laureate/769,Peter Agre,Peter,Agre,Peter Agre,1949-01-30,"Northfield, MN",USA,"Northfield, MN",USA,North America,"Northfield, MN, USA",,,,,,,,Johns Hopkins University School of Medicine,Johns Hopkins University School of Medicine,"Baltimore, MD",USA,"Baltimore, MD",USA,"Baltimore, MD, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2,1/2,2003-10-08,received,10000000,12021411,https://www.nobelprize.org/prizes/chemistry/2003/summary/,Chemistry,The Nobel Prize in Chemistry,for structural and mechanistic studies of ion channels,for discoveries concerning channels in cell membranes,770,male,https://www.nobelprize.org/laureate/770,Roderick MacKinnon,Roderick,MacKinnon,Roderick MacKinnon,1956-02-19,"Burlington, MA",USA,"Burlington, MA",USA,North America,"Burlington, MA, USA",,,,,,,,Rockefeller University,Rockefeller University,"New York, NY",USA,"New York, NY",USA,"New York, NY, USA",Howard Hughes Medical Institute,Howard Hughes Medical Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2,1/2,2003-10-08,received,10000000,12021411,https://www.nobelprize.org/prizes/economic-sciences/2003/summary/,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for methods of analyzing economic time series with common trends (cointegration),,772,male,https://www.nobelprize.org/laureate/772,Clive W.J. Granger,Clive W.J.,Granger,Clive W.J. Granger,1934-09-04,Swansea,United Kingdom,Swansea,United Kingdom,Europe,"Swansea, United Kingdom",2009-05-27,"San Diego, CA",USA,"San Diego, CA",USA,North America,"San Diego, CA, USA",University of California,University of California,"San Diego, CA",USA,"San Diego, CA",USA,"San Diego, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,1/2,2003-10-08,received,10000000,12021411,https://www.nobelprize.org/prizes/economic-sciences/2003/summary/,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for methods of analyzing economic time series with time-varying volatility (ARCH),,771,male,https://www.nobelprize.org/laureate/771,Robert F. Engle III,Robert F.,Engle III,Robert F. Engle III,1942-11-10,"Syracuse, NY",USA,"Syracuse, NY",USA,North America,"Syracuse, NY, USA",,,,,,,,New York University,New York University,"New York, NY",USA,"New York, NY",USA,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,1,2003-10-02,received,10000000,12021411,https://www.nobelprize.org/prizes/literature/2003/summary/,Literature,The Nobel Prize in Literature,who in innumerable guises portrays the surprising involvement of the outsider,,763,male,https://www.nobelprize.org/laureate/763,J. M. Coetzee,J. M.,Coetzee,John M. Coetzee,1940-02-09,Cape Town,South Africa,Cape Town,South Africa,Africa,"Cape Town, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,1,2003-10-10,received,10000000,12021411,https://www.nobelprize.org/prizes/peace/2003/summary/,Peace,The Nobel Peace Prize,for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children,,773,female,https://www.nobelprize.org/laureate/773,Shirin Ebadi,Shirin,Ebadi,Shirin Ebadi,1947-06-21,Hamadan,Iran,Hamadan,Iran,Asia,"Hamadan, Iran",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,1/3,2003-10-07,received,10000000,12021411,https://www.nobelprize.org/prizes/physics/2003/summary/,Physics,The Nobel Prize in Physics,for pioneering contributions to the theory of superconductors and superfluids,,766,male,https://www.nobelprize.org/laureate/766,Alexei Abrikosov,Alexei,Abrikosov,Alexei Alexeyevich Abrikosov,1928-06-25,Moscow,USSR,Moscow,Russia,Europe,"Moscow, USSR (now Russia)",2017-03-29,,,,,,,Argonne National Laboratory,Argonne National Laboratory,"Argonne, IL",USA,"Argonne, IL",USA,"Argonne, IL, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,3,1/3,2003-10-07,received,10000000,12021411,https://www.nobelprize.org/prizes/physics/2003/summary/,Physics,The Nobel Prize in Physics,for pioneering contributions to the theory of superconductors and superfluids,,768,male,https://www.nobelprize.org/laureate/768,Anthony J. Leggett,Anthony J.,Leggett,Anthony J. Leggett,1938-03-26,London,United Kingdom,London,United Kingdom,Europe,"London, United Kingdom",,,,,,,,University of Illinois,University of Illinois,"Urbana, IL",USA,"Urbana, IL",USA,"Urbana, IL, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2,1/3,2003-10-07,received,10000000,12021411,https://www.nobelprize.org/prizes/physics/2003/summary/,Physics,The Nobel Prize in Physics,for pioneering contributions to the theory of superconductors and superfluids,,767,male,https://www.nobelprize.org/laureate/767,Vitaly L. Ginzburg,Vitaly L.,Ginzburg,Vitaly Lazarevich Ginzburg,1916-10-04,Moscow,Russia,Moscow,Russia,Europe,"Moscow, Russia",2009-11-08,,,,,,,P.N. Lebedev Physical Institute,P.N. Lebedev Physical Institute,Moscow,Russia,Moscow,Russia,"Moscow, Russia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,1/2,2003-10-06,received,10000000,12021411,https://www.nobelprize.org/prizes/medicine/2003/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning magnetic resonance imaging,,764,male,https://www.nobelprize.org/laureate/764,Paul C. Lauterbur,Paul C.,Lauterbur,Paul C. Lauterbur,1929-05-06,"Sidney, OH",USA,"Sidney, OH",USA,North America,"Sidney, OH, USA",2007-03-27,"Urbana, IL",USA,"Urbana, IL",USA,North America,"Urbana, IL, USA",University of Illinois,University of Illinois,"Urbana, IL",USA,"Urbana, IL",USA,"Urbana, IL, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2,1/2,2003-10-06,received,10000000,12021411,https://www.nobelprize.org/prizes/medicine/2003/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning magnetic resonance imaging,,765,male,https://www.nobelprize.org/laureate/765,Sir Peter Mansfield,Sir Peter,Mansfield,Sir Peter Mansfield,1933-10-09,London,United Kingdom,London,United Kingdom,Europe,"London, United Kingdom",2017-02-08,,,,,,,"University of Nottingham, School of Physics and Astronomy","University of Nottingham, School of Physics and Astronomy",Nottingham,United Kingdom,Nottingham,United Kingdom,"Nottingham, United Kingdom",,,,,,,,,,,,,,,,,,,,,,United Kingdom,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,
2004,1,1/3,2004-10-06,received,10000000,11976161,https://www.nobelprize.org/prizes/chemistry/2004/summary/,Chemistry,The Nobel Prize in Chemistry,for the discovery of ubiquitin-mediated protein degradation,,779,male,https://www.nobelprize.org/laureate/779,Aaron Ciechanover,Aaron,Ciechanover,Aaron Ciechanover,1947-10-01,Haifa,British Protectorate of Palestine,Haifa,Israel,Asia,"Haifa, British Protectorate of Palestine (now Israel)",,,,,,,,Technion - Israel Institute of Technology,Technion - Israel Institute of Technology,Haifa,Israel,Haifa,Israel,"Haifa, Israel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2,1/3,2004-10-06,received,10000000,11976161,https://www.nobelprize.org/prizes/chemistry/2004/summary/,Chemistry,The Nobel Prize in Chemistry,for the discovery of ubiquitin-mediated protein degradation,,780,male,https://www.nobelprize.org/laureate/780,Avram Hershko,Avram,Hershko,Avram Hershko,1937-12-31,Karcag,Hungary,Karcag,Hungary,Europe,"Karcag, Hungary",,,,,,,,Technion - Israel Institute of Technology,Technion - Israel Institute of Technology,Haifa,Israel,Haifa,Israel,"Haifa, Israel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,3,1/3,2004-10-06,received,10000000,11976161,https://www.nobelprize.org/prizes/chemistry/2004/summary/,Chemistry,The Nobel Prize in Chemistry,for the discovery of ubiquitin-mediated protein degradation,,781,male,https://www.nobelprize.org/laureate/781,Irwin Rose,Irwin,Rose,Irwin Rose,1926-07-16,"Brooklyn, NY",USA,"Brooklyn, NY",USA,North America,"Brooklyn, NY, USA",2015-06-03,"Deerfield, MA",USA,"Deerfield, MA",USA,North America,"Deerfield, MA, USA",University of California,University of California,"Irvine, CA",USA,"Irvine, CA",USA,"Irvine, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2,1/2,2004-10-11,received,10000000,11976161,https://www.nobelprize.org/prizes/economic-sciences/2004/summary/,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,,787,male,https://www.nobelprize.org/laureate/787,Edward C. Prescott,Edward C.,Prescott,Edward C. Prescott,1940-12-26,"Glens Falls, NY",USA,"Glens Falls, NY",USA,North America,"Glens Falls, NY, USA",,,,,,,,Arizona State University,Arizona State University,"Tempe, AZ",USA,"Tempe, AZ",USA,"Tempe, AZ, USA",Federal Reserve Bank of Minneapolis,Federal Reserve Bank of Minneapolis,"Minneapolis, MN",USA,"Minneapolis, MN",USA,"Minneapolis, MN, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,1,1/2,2004-10-11,received,10000000,11976161,https://www.nobelprize.org/prizes/economic-sciences/2004/summary/,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,,786,male,https://www.nobelprize.org/laureate/786,Finn E. Kydland,Finn E.,Kydland,Finn E. Kydland,1943-12-01,Gjesdal,Norway,Gjesdal,Norway,Europe,"Gjesdal, Norway",,,,,,,,Carnegie Mellon University,Carnegie Mellon University,"Pittsburgh, PA",USA,"Pittsburgh, PA",USA,"Pittsburgh, PA, USA",University of California,University of California,"Santa Barbara, CA",USA,"Santa Barbara, CA",USA,"Santa Barbara, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,1,1,2004-10-07,received,10000000,11976161,https://www.nobelprize.org/prizes/literature/2004/summary/,Literature,The Nobel Prize in Literature,for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power,,782,female,https://www.nobelprize.org/laureate/782,Elfriede Jelinek,Elfriede,Jelinek,Elfriede Jelinek,1946-10-20,Mürzzuschlag,Austria,Mürzzuschlag,Austria,Europe,"Mürzzuschlag, Austria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,1,1,2004-10-08,received,10000000,11976161,https://www.nobelprize.org/prizes/peace/2004/summary/,Peace,The Nobel Peace Prize,"for her contribution to sustainable development, democracy and peace",,783,female,https://www.nobelprize.org/laureate/783,Wangari Maathai,Wangari,Maathai,Wangari Muta Maathai,1940-04-01,Nyeri,Kenya,Nyeri,Kenya,Africa,"Nyeri, Kenya",2011-09-25,Nairobi,Kenya,Nairobi,Kenya,Africa,"Nairobi, Kenya",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,1,1/3,2004-10-05,received,10000000,11976161,https://www.nobelprize.org/prizes/physics/2004/summary/,Physics,The Nobel Prize in Physics,for the discovery of asymptotic freedom in the theory of the strong interaction,,776,male,https://www.nobelprize.org/laureate/776,David J. Gross,David J.,Gross,David J. Gross,1941-02-19,"Washington, DC",USA,"Washington, DC",USA,North America,"Washington, DC, USA",,,,,,,,"University of California, Kavli Institute for Theoretical Physics","University of California, Kavli Institute for Theoretical Physics","Santa Barbara, CA",USA,"Santa Barbara, CA",USA,"Santa Barbara, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,3,1/3,2004-10-05,received,10000000,11976161,https://www.nobelprize.org/prizes/physics/2004/summary/,Physics,The Nobel Prize in Physics,for the discovery of asymptotic freedom in the theory of the strong interaction,,778,male,https://www.nobelprize.org/laureate/778,Frank Wilczek,Frank,Wilczek,Frank Wilczek,1951-05-15,"New York, NY",USA,"New York, NY",USA,North America,"New York, NY, USA",,,,,,,,Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,"Cambridge, MA",USA,"Cambridge, MA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2,1/3,2004-10-05,received,10000000,11976161,https://www.nobelprize.org/prizes/physics/2004/summary/,Physics,The Nobel Prize in Physics,for the discovery of asymptotic freedom in the theory of the strong interaction,,777,male,https://www.nobelprize.org/laureate/777,H. David Politzer,H. David,Politzer,H. David Politzer,1949-08-31,"New York, NY",USA,"New York, NY",USA,North America,"New York, NY, USA",,,,,,,,California Institute of Technology (Caltech),California Institute of Technology (Caltech),"Pasadena, CA",USA,"Pasadena, CA",USA,"Pasadena, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2,1/2,2004-10-04,received,10000000,11976161,https://www.nobelprize.org/prizes/medicine/2004/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of odorant receptors and the organization of the olfactory system,,775,female,https://www.nobelprize.org/laureate/775,Linda B. Buck,Linda B.,Buck,Linda B. Buck,1947-01-29,"Seattle, WA",USA,"Seattle, WA",USA,North America,"Seattle, WA, USA",,,,,,,,Fred Hutchinson Cancer Research Center,Fred Hutchinson Cancer Research Center,"Seattle, WA",USA,"Seattle, WA",USA,"Seattle, WA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,1,1/2,2004-10-04,received,10000000,11976161,https://www.nobelprize.org/prizes/medicine/2004/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of odorant receptors and the organization of the olfactory system,,774,male,https://www.nobelprize.org/laureate/774,Richard Axel,Richard,Axel,Richard Axel,1946-07-02,"New York, NY",USA,"New York, NY",USA,North America,"New York, NY, USA",,,,,,,,Columbia University,Columbia University,"New York, NY",USA,"New York, NY",USA,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3,1/3,2005-10-05,received,10000000,11923798,https://www.nobelprize.org/prizes/chemistry/2005/summary/,Chemistry,The Nobel Prize in Chemistry,for the development of the metathesis method in organic synthesis,,796,male,https://www.nobelprize.org/laureate/796,Richard R. Schrock,Richard R.,Schrock,Richard R. Schrock,1945-01-04,"Berne, IN",USA,"Berne, IN",USA,North America,"Berne, IN, USA",,,,,,,,Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,"Cambridge, MA",USA,"Cambridge, MA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2,1/3,2005-10-05,received,10000000,11923798,https://www.nobelprize.org/prizes/chemistry/2005/summary/,Chemistry,The Nobel Prize in Chemistry,for the development of the metathesis method in organic synthesis,,795,male,https://www.nobelprize.org/laureate/795,Robert H. Grubbs,Robert H.,Grubbs,Robert H. Grubbs,1942-02-27,"Possum Trot, KY",USA,"Possum Trot, KY",USA,North America,"Possum Trot, KY, USA",2021-12-19,"Duarte, CA",USA,"Duarte, CA",USA,North America,"Duarte, CA, USA",California Institute of Technology (Caltech),California Institute of Technology (Caltech),"Pasadena, CA",USA,"Pasadena, CA",USA,"Pasadena, CA, USA",,,,,,,,,,,,,,,,,,,,,,France,France,France,,,,,,,,,,,,,,,,,,,
2005,1,1/3,2005-10-05,received,10000000,11923798,https://www.nobelprize.org/prizes/chemistry/2005/summary/,Chemistry,The Nobel Prize in Chemistry,for the development of the metathesis method in organic synthesis,,794,male,https://www.nobelprize.org/laureate/794,Yves Chauvin,Yves,Chauvin,Yves Chauvin,1930-10-10,Menin,Belgium,Menin,Belgium,Europe,"Menin, Belgium",2015-01-27,Tours,France,Tours,France,Europe,"Tours, France",Institut Français du Pétrole,Institut Français du Pétrole,Rueil-Malmaison,France,Rueil-Malmaison,France,"Rueil-Malmaison, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,1/2,2005-10-10,received,10000000,11923798,https://www.nobelprize.org/prizes/economic-sciences/2005/summary/,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for having enhanced our understanding of conflict and cooperation through game-theory analysis,,799,male,https://www.nobelprize.org/laureate/799,Robert J. Aumann,Robert J.,Aumann,Robert J. Aumann,1930-06-08,Frankfurt-on-the-Main,Germany,Frankfurt-on-the-Main,Germany,Europe,"Frankfurt-on-the-Main, Germany",,,,,,,,"University of Jerusalem, Center for RationalityHebrew","University of Jerusalem, Center for RationalityHebrew",Jerusalem,Israel,Jerusalem,Israel,"Jerusalem, Israel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2,1/2,2005-10-10,received,10000000,11923798,https://www.nobelprize.org/prizes/economic-sciences/2005/summary/,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for having enhanced our understanding of conflict and cooperation through game-theory analysis,,800,male,https://www.nobelprize.org/laureate/800,Thomas C. Schelling,Thomas C.,Schelling,Thomas C. Schelling,1921-04-14,"Oakland, CA",USA,"Oakland, CA",USA,North America,"Oakland, CA, USA",2016-12-13,"Bethesda, MD",USA,"Bethesda, MD",USA,North America,"Bethesda, MD, USA","University of Maryland, Department of Economics and School of Public Policy","University of Maryland, Department of Economics and School of Public Policy","College Park, MD",USA,"College Park, MD",USA,"College Park, MD, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
